species,scenario,life_stage,suit_type,flow,suit_acres,timestamp,has_lowering,source
Hardhead,Existing,adult,floodplain,3000,16.08318909868501,2018-11-18T04:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,5000,0.0013763308011258476,2018-11-18T14:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,5000,10.979528059596541,2018-11-18T14:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,5000,0.010175353798434152,2018-11-18T14:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,5000,18.276415011082374,2018-11-18T14:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,6000,2.337084402355317e-4,2018-11-19T00:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,6000,11.696634467775535,2018-11-19T00:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,6000,0.004838940479334888,2018-11-19T00:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,6000,19.006393911238526,2018-11-19T00:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,7000,5.471581487740548e-5,2018-11-19T10:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,7000,12.13492223951294,2018-11-19T10:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,7000,0.0020823490358812596,2018-11-19T10:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,7000,19.01885204814649,2018-11-19T10:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,9000,1.0442825206732747e-6,2018-11-19T20:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,9000,13.374336542244983,2018-11-19T20:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,9000,5.899313726178867e-4,2018-11-19T20:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,9000,19.78440463836673,2018-11-19T20:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,instream,10000,0,2018-11-20T06:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,juv,floodplain,10000,13.891726540878873,2018-11-20T06:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,instream,10000,4.365625657947689e-4,2018-11-20T06:00:00Z,NA,Existing_hardhead.csv
Hardhead,Existing,adult,floodplain,10000,20.196793419491495,2018-11-20T06:00:00Z,NA,Existing_hardhead.csv
